t (s),r (°),x (°),u_in (°),Kp,Ki,Kd
54.075,0,3,14.300000190734863,1.9,0,0.2
54.095,0,3,-5.699999809265137,1.9,0,0.2
54.115,0,3,-5.699999809265137,1.9,0,0.2
54.135,0,3,-5.699999809265137,1.9,0,0.2
54.155,0,3,-5.699999809265137,1.9,0,0.2
54.175,0,3.5,-6.650000095367432,1.9,0,0.2
54.195,0,3.5,-6.650000095367432,1.9,0,0.2
54.215,0,4,-27.600000381469727,1.9,0,0.2
54.235,0,4,-7.599999904632568,1.9,0,0.2
54.255,0,3.5,-7.599999904632568,1.9,0,0.2
54.275,0,3.5,-6.650000095367432,1.9,0,0.2
54.295,0,3,14.300000190734863,1.9,0,0.2
54.315,0,3,-5.699999809265137,1.9,0,0.2
54.335,0,2,16.200000762939453,1.9,0,0.2
54.355,0,2,-3.799999952316284,1.9,0,0.2
54.375,0,2.5,-24.75,1.9,0,0.2
54.395,0,3,-5.699999809265137,1.9,0,0.2
54.415,0,3,-5.699999809265137,1.9,0,0.2
54.435,0,3.5,-6.650000095367432,1.9,0,0.2
54.455,0,3.5,-6.650000095367432,1.9,0,0.2
54.475,0,3.5,-6.650000095367432,1.9,0,0.2
54.495,0,3.5,-6.650000095367432,1.9,0,0.2
